well_id,date,status,oil_bbl,gas_mcf,water_bbl,boe,uptime_pct,downtime_min,tubing_pressure_psi,casing_pressure_psi,line_pressure_psi,flowing_temp_f,gas_oil_ratio,oil_unit_src,gas_unit_src,n_source_rows
W0010,2026-06-17,ACTIVE,537.332,2733.859,310.341,992.975167,95.78,61.0,1920.8,955.3,352.1,147.4,5087.8,BBL,mcf,1
W0010,2026-06-18,ACTIVE,501.791,3061.623,289.883,1012.0615,94.66,77.0,1986.6,915.7,431.0,156.1,6101.4,BBL,mcf,1
W0010,2026-06-19,ACTIVE,513.106,2685.971,296.489,960.767833,95.49,65.0,1695.1,869.8,295.3,150.1,5234.7,BBL,mcf,1
W0010,2026-06-20,ACTIVE,569.128,2608.469,328.938,1003.872833,100.0,0.0,1807.6,834.7,284.8,150.6,4583.3,BBL,mcf,1
W0010,2026-06-21,ACTIVE,552.166,2958.395,319.21,1045.231833,95.57,64.0,1656.8,1033.7,367.4,147.5,5357.8,BBL,mcf,1
W0010,2026-06-22,ACTIVE,566.27,2896.688,327.441,1049.051333,91.71,119.0,1818.9,864.0,370.3,142.6,5115.4,BBL,mcf,1
W0010,2026-06-23,ACTIVE,540.192,3128.877,312.435,1061.6715,99.69,4.0,1404.5,992.5,347.1,142.9,5792.2,BBL,mcf,1
W0010,2026-06-24,ACTIVE,526.467,2615.503,304.569,962.384167,93.96,87.0,1664.7,791.6,308.4,153.2,4968.0,BBL,mcf,1
W0010,2026-06-25,ACTIVE,561.81,2909.604,325.092,1046.744,95.8,60.0,1643.2,939.6,309.8,156.5,5179.0,BBL,mcf,1
W0010,2026-06-26,ACTIVE,520.756,2664.899,301.407,964.905833,94.92,73.0,1880.9,914.1,350.8,168.9,5117.4,BBL,mcf,1
W0010,2026-06-27,ACTIVE,498.032,2595.199,288.323,930.565167,92.76,104.0,1587.5,842.4,377.5,144.1,5210.9,BBL,mcf,1
W0010,2026-06-28,ACTIVE,548.344,2460.284,317.525,958.391333,93.61,92.0,1744.6,951.4,283.0,145.4,4486.8,BBL,mcf,1
W0010,2026-06-29,ACTIVE,595.796,2709.483,345.084,1047.3765,89.65,149.0,1953.5,958.8,384.8,132.6,4547.7,BBL,mcf,1
W0010,2026-06-30,ACTIVE,609.861,2644.287,353.314,1050.5755,94.47,80.0,1715.7,975.8,342.8,154.8,4335.9,BBL,mcf,1
W0010,2026-07-01,ACTIVE,561.467,2776.018,325.354,1024.136667,93.16,99.0,2017.5,782.9,366.5,153.8,4944.2,BBL,mcf,1
W0010,2026-07-02,ACTIVE,597.42,3065.054,346.269,1108.262333,95.59,64.0,1863.6,1041.2,347.4,139.3,5130.5,BBL,mcf,1
W0010,2026-07-03,ACTIVE,545.638,2537.573,316.331,968.566833,97.12,42.0,1927.7,890.3,285.2,160.2,4650.7,BBL,mcf,1
W0010,2026-07-04,ACTIVE,498.817,2489.511,289.255,913.7355,95.46,65.0,1830.2,933.8,347.4,167.6,4990.8,BBL,mcf,1
W0010,2026-07-05,ACTIVE,560.305,2992.727,324.987,1059.092833,98.36,24.0,1644.9,886.4,434.9,145.0,5341.2,BBL,mcf,1
W0010,2026-07-06,ACTIVE,535.34,2822.923,310.58,1005.827167,94.59,78.0,1704.8,861.3,407.3,148.6,5273.1,BBL,mcf,1
W0010,2026-07-07,ACTIVE,513.282,2493.52,297.853,928.868667,100.0,0.0,1773.2,934.8,319.1,153.2,4858.0,BBL,mcf,1
W0010,2026-07-08,ACTIVE,606.341,2660.343,351.938,1049.7315,97.38,38.0,1631.3,1061.8,360.7,145.9,4387.5,BBL,mcf,1
W0010,2026-07-09,ACTIVE,547.365,2687.137,317.781,995.221167,94.62,77.0,1506.3,892.2,344.4,154.9,4909.2,BBL,mcf,1
W0010,2026-07-10,ACTIVE,539.639,2635.285,313.37,978.853167,95.98,58.0,1606.5,911.5,275.5,161.2,4883.4,BBL,mcf,1
W0010,2026-07-11,ACTIVE,579.793,2604.102,336.767,1013.81,97.98,29.0,1813.4,819.3,269.1,153.2,4491.4,BBL,mcf,1
W0010,2026-07-12,ACTIVE,530.197,2997.007,308.032,1029.698167,96.04,57.0,1716.1,1043.8,373.1,113.4,5652.6,BBL,mcf,1
W0010,2026-07-13,ACTIVE,540.289,2513.054,313.969,959.131333,93.6,92.0,1782.6,928.3,360.5,160.8,4651.3,BBL,mcf,1
W0010,2026-07-14,ACTIVE,577.582,2893.576,335.72,1059.844667,96.6,49.0,1954.4,874.7,338.4,130.9,5009.8,BBL,mcf,1
W0010,2026-07-15,ACTIVE,591.377,2765.7,343.819,1052.327,100.0,0.0,1751.3,907.1,371.9,139.0,4676.7,BBL,mcf,1
W0010,2026-07-16,ACTIVE,567.897,2786.428,330.246,1032.301667,95.09,71.0,1940.7,827.7,361.0,164.5,,BBL,mcf,1
W0010,2026-07-17,ACTIVE,532.177,2720.949,309.547,985.6685,100.0,0.0,1856.9,859.5,382.1,144.3,5112.9,BBL,mcf,1
W0010,2026-07-18,ACTIVE,503.379,3044.55,292.865,1010.804,92.69,105.0,2094.2,860.9,435.3,136.3,6048.2,BBL,mcf,1
W0010,2026-07-19,ACTIVE,589.514,2873.853,343.059,1068.4895,98.51,21.0,1916.2,860.2,297.6,149.5,4875.0,BBL,mcf,1
W0010,2026-07-20,ACTIVE,562.576,2684.055,327.46,1009.9185,96.83,46.0,1839.6,827.2,365.8,147.3,4771.0,BBL,mcf,1
W0010,2026-07-21,ACTIVE,531.643,2927.683,309.528,1019.590167,93.67,91.0,1745.2,905.8,405.0,151.9,5506.9,BBL,mcf,1
W0010,2026-07-22,ACTIVE,572.337,2715.974,333.299,1024.999333,95.76,61.0,1794.1,923.5,338.2,163.4,4745.4,BBL,mcf,1
W0010,2026-07-23,ACTIVE,542.14,2441.415,315.788,949.0425,100.0,0.0,1760.7,1005.1,406.2,159.5,4503.3,BBL,mcf,1
W0010,2026-07-24,ACTIVE,547.773,2827.423,319.144,1019.010167,92.18,113.0,2038.8,831.9,339.8,151.0,5161.7,BBL,mcf,1
W0010,2026-07-25,ACTIVE,550.591,2643.411,320.862,991.1595,100.0,0.0,1914.0,925.8,334.0,160.6,4801.0,BBL,mcf,1
W0010,2026-07-26,ACTIVE,538.529,3074.316,313.906,1050.915,96.33,53.0,1947.6,890.9,352.9,162.3,5708.7,BBL,mcf,1
W0010,2026-07-27,ACTIVE,626.667,3071.284,365.368,1138.547667,98.63,20.0,1870.7,859.4,361.8,140.9,4901.0,BBL,mcf,1
W0010,2026-07-28,ACTIVE,566.056,2853.135,330.107,1041.5785,90.12,142.0,1804.6,933.2,346.7,153.6,5040.4,BBL,mcf,1
W0010,2026-07-29,ACTIVE,508.83,2616.624,296.805,944.934,99.1,13.0,1800.1,927.2,328.1,150.2,5142.4,BBL,mcf,1
W0010,2026-07-30,ACTIVE,476.777,2929.718,278.174,965.063333,100.0,0.0,1672.2,824.8,367.6,164.7,6144.8,BBL,mcf,1
W0010,2026-07-31,ACTIVE,552.918,2527.011,322.674,974.0865,95.37,67.0,1676.4,846.5,337.8,140.7,4570.3,BBL,mcf,1
W0010,2026-08-01,ACTIVE,526.992,2778.385,307.616,990.056167,96.65,48.0,1629.1,931.7,334.7,157.2,5272.2,BBL,mcf,1
W0010,2026-08-02,ACTIVE,578.476,2657.669,337.747,1021.420833,97.84,31.0,1699.6,1005.9,318.0,153.5,4594.3,BBL,mcf,1
W0010,2026-08-03,ACTIVE,546.185,2565.406,318.969,973.752667,98.7,19.0,1726.3,764.0,234.7,141.2,4697.0,BBL,mcf,1
W0010,2026-08-04,ACTIVE,597.795,3004.126,349.192,1098.482667,93.84,89.0,1755.1,862.8,296.7,140.5,5025.3,BBL,mcf,1
W0010,2026-08-05,ACTIVE,584.51,2857.419,341.512,1060.7465,96.82,46.0,1639.8,908.1,257.8,158.4,4888.6,BBL,mcf,1
W0010,2026-08-06,ACTIVE,560.38,2499.28,327.49,976.926667,100.0,0.0,1584.5,942.4,372.2,137.6,4460.0,BBL,mcf,1
W0010,2026-08-07,ACTIVE,550.372,2442.101,321.717,957.388833,87.46,181.0,1671.9,850.7,375.8,150.7,4437.2,BBL,mcf,1
W0010,2026-08-08,ACTIVE,554.525,2561.366,324.221,981.419333,94.41,80.0,1688.4,802.0,326.3,150.7,4619.0,BBL,mcf,1
W0010,2026-08-09,ACTIVE,532.296,2693.766,311.298,981.257,98.08,28.0,1739.9,793.3,372.5,152.7,5060.6,BBL,mcf,1
W0010,2026-08-10,ACTIVE,561.908,2875.913,328.693,1041.226833,97.37,38.0,1803.4,1091.3,298.6,144.1,5118.1,BBL,mcf,1
W0010,2026-08-11,ACTIVE,582.82,2781.732,341.005,1046.442,98.27,25.0,1820.4,1009.9,309.7,163.4,4772.9,BBL,mcf,1
W0010,2026-08-12,ACTIVE,589.344,2520.016,344.904,1009.346667,97.89,30.0,1794.8,851.5,274.5,139.9,4276.0,BBL,mcf,1
W0010,2026-08-13,ACTIVE,573.849,2909.103,335.914,1058.6995,95.37,67.0,1898.0,975.6,356.2,142.8,5069.5,BBL,mcf,1
W0010,2026-08-14,ACTIVE,564.83,2845.131,330.713,1039.0185,98.02,28.0,1903.8,791.0,329.6,131.0,5037.1,BBL,mcf,1
W0010,2026-08-15,ACTIVE,574.729,2709.5,336.588,1026.312333,97.29,39.0,1622.9,1012.1,302.2,157.7,4714.4,BBL,mcf,1
W0010,2026-08-16,ACTIVE,553.774,2712.951,324.392,1005.9325,95.19,69.0,1723.4,1003.6,350.5,137.3,4899.0,BBL,mcf,1
W0010,2026-08-17,ACTIVE,537.026,2773.138,314.655,999.215667,98.69,19.0,1727.4,857.0,350.9,158.7,5163.9,BBL,mcf,1
W0010,2026-08-18,ACTIVE,504.369,2844.675,295.591,978.4815,94.61,78.0,1761.1,1060.1,342.1,157.5,5640.1,BBL,mcf,1
W0010,2026-08-19,ACTIVE,572.998,2519.654,335.89,992.940333,90.46,137.0,1898.5,813.3,283.4,160.3,4397.3,BBL,mcf,1
W0010,2026-08-20,ACTIVE,515.525,2597.09,302.271,948.373333,100.0,0.0,1600.8,799.5,331.6,147.6,5037.8,BBL,mcf,1
W0010,2026-08-21,ACTIVE,519.484,2521.996,304.664,939.816667,100.0,0.0,1831.6,946.8,344.5,152.9,4854.8,BBL,mcf,1
W0010,2026-08-22,ACTIVE,579.442,2552.295,339.908,1004.8245,96.79,46.0,1883.5,1023.6,427.9,150.7,4404.7,BBL,mcf,1
W0010,2026-08-23,ACTIVE,586.011,2230.04,343.842,957.684333,100.0,0.0,1712.9,880.7,367.6,148.5,3805.5,BBL,mcf,1
W0010,2026-08-24,ACTIVE,554.808,3046.431,325.61,1062.5465,94.85,74.0,1669.6,1045.1,371.1,169.2,5491.0,BBL,mcf,1
W0010,2026-08-25,ACTIVE,576.557,2486.827,338.453,991.028167,97.94,30.0,1681.9,900.6,347.0,133.8,4313.2,BBL,mcf,1
W0010,2026-08-26,ACTIVE,521.238,3162.731,306.052,1048.359833,96.72,47.0,1778.9,1045.0,334.2,149.1,6067.7,BBL,mcf,1
W0011,2025-08-27,SHUT_IN,0.0,0.0,0.0,0.0,0.0,1440.0,85.9,106.4,50.7,88.5,0.0,M3,mcf,1
W0011,2025-08-28,SHUT_IN,0.0,0.0,0.0,0.0,0.0,1440.0,77.2,54.7,24.9,94.6,0.0,M3,mcf,1
W0011,2025-08-29,SHUT_IN,0.0,0.0,0.0,0.0,0.0,1440.0,94.8,84.5,63.8,102.0,0.0,M3,mcf,1
W0011,2025-08-30,SHUT_IN,0.0,0.0,0.0,0.0,0.0,1440.0,125.1,99.4,59.9,84.2,0.0,M3,mcf,1
W0011,2025-08-31,SHUT_IN,0.0,0.0,0.0,0.0,0.0,1440.0,143.3,34.9,32.2,86.8,0.0,M3,mcf,1
W0011,2025-09-01,SHUT_IN,0.0,0.0,0.0,0.0,0.0,1440.0,111.4,30.7,77.5,92.3,0.0,M3,mcf,1
W0011,2025-09-02,SHUT_IN,0.0,0.0,0.0,0.0,0.0,1440.0,98.5,68.1,61.6,76.5,0.0,M3,mcf,1
W0011,2025-09-03,SHUT_IN,0.0,0.0,0.0,0.0,0.0,1440.0,60.9,56.1,76.8,93.5,0.0,M3,mcf,1
W0011,2025-09-04,SHUT_IN,0.0,0.0,0.0,0.0,0.0,1440.0,98.0,81.4,64.7,82.3,0.0,M3,mcf,1
W0011,2025-09-05,SHUT_IN,0.0,0.0,0.0,0.0,0.0,1440.0,59.7,110.7,68.0,97.9,0.0,M3,mcf,1
W0011,2025-09-06,SHUT_IN,0.0,0.0,0.0,0.0,0.0,1440.0,96.4,98.1,66.8,72.2,0.0,M3,mcf,1
W0011,2025-09-07,SHUT_IN,0.0,0.0,0.0,0.0,0.0,1440.0,139.0,57.5,31.0,73.5,0.0,M3,mcf,1
W0011,2025-09-08,SHUT_IN,0.0,0.0,0.0,0.0,0.0,1440.0,122.0,93.4,76.0,106.6,0.0,M3,mcf,1
W0011,2025-09-09,SHUT_IN,0.0,0.0,0.0,0.0,0.0,1440.0,84.9,80.5,69.6,109.2,0.0,M3,mcf,1
W0011,2025-09-10,SHUT_IN,0.0,0.0,0.0,0.0,0.0,1440.0,81.2,116.1,31.9,100.6,0.0,M3,mcf,1
W0011,2025-09-11,SHUT_IN,0.0,0.0,0.0,0.0,0.0,1440.0,113.3,103.5,22.3,73.1,0.0,M3,mcf,2
W0011,2025-09-12,SHUT_IN,0.0,0.0,0.0,0.0,0.0,1440.0,57.0,83.4,68.2,106.2,0.0,M3,mcf,1
W0011,2025-09-13,SHUT_IN,0.0,0.0,0.0,0.0,0.0,1440.0,96.8,36.1,36.8,70.3,0.0,M3,mcf,1
W0011,2025-09-14,SHUT_IN,0.0,0.0,0.0,0.0,0.0,1440.0,127.7,103.4,99.8,86.5,0.0,M3,mcf,1
W0011,2025-09-15,SHUT_IN,0.0,0.0,0.0,0.0,0.0,1440.0,51.9,51.1,67.0,108.5,0.0,M3,mcf,1
W0011,2025-09-16,SHUT_IN,0.0,0.0,0.0,0.0,0.0,1440.0,60.4,40.9,76.1,96.7,0.0,M3,mcf,1
W0011,2025-09-17,SHUT_IN,0.0,0.0,0.0,0.0,0.0,1440.0,75.1,103.2,30.3,107.0,0.0,M3,mcf,1
W0011,2025-09-18,SHUT_IN,0.0,0.0,0.0,0.0,0.0,1440.0,70.1,37.3,47.2,77.5,0.0,M3,mcf,1
W0011,2025-09-19,SHUT_IN,0.0,0.0,0.0,0.0,0.0,1440.0,102.7,91.8,59.3,96.4,0.0,M3,mcf,1
W0011,2025-09-20,SHUT_IN,0.0,0.0,0.0,0.0,0.0,1440.0,86.5,32.5,97.9,102.8,0.0,M3,mcf,1
W0011,2025-09-21,SHUT_IN,0.0,0.0,0.0,0.0,0.0,1440.0,57.3,70.4,70.8,77.6,0.0,M3,mcf,1
W0011,2025-09-22,SHUT_IN,0.0,0.0,0.0,0.0,0.0,1440.0,107.8,78.0,36.7,75.6,0.0,M3,mcf,1
W0011,2025-09-23,SHUT_IN,0.0,0.0,0.0,0.0,0.0,1440.0,125.9,59.0,39.5,99.5,0.0,M3,mcf,1
W0011,2025-09-24,SHUT_IN,0.0,0.0,0.0,0.0,0.0,1440.0,123.6,54.9,89.8,97.5,0.0,M3,mcf,1
W0011,2025-09-25,SHUT_IN,0.0,0.0,0.0,0.0,0.0,1440.0,84.6,68.5,78.1,78.5,0.0,M3,mcf,1
W0011,2025-09-26,SHUT_IN,0.0,0.0,0.0,0.0,0.0,1440.0,96.9,88.8,63.2,94.3,0.0,M3,mcf,1
W0011,2025-09-27,SHUT_IN,0.0,0.0,0.0,0.0,0.0,1440.0,104.6,47.9,52.8,91.3,0.0,M3,mcf,1
W0011,2025-09-28,SHUT_IN,0.0,0.0,0.0,0.0,0.0,1440.0,128.0,88.9,54.1,109.0,0.0,M3,mcf,1
W0011,2025-09-29,SHUT_IN,0.0,0.0,0.0,0.0,0.0,1440.0,60.8,48.6,47.3,79.1,0.0,M3,mcf,1
W0011,2025-09-30,SHUT_IN,0.0,0.0,0.0,0.0,0.0,1440.0,112.5,33.6,34.2,81.7,0.0,M3,mcf,1
W0011,2025-10-01,SHUT_IN,0.0,0.0,0.0,0.0,0.0,1440.0,118.3,108.8,83.9,77.3,0.0,M3,mcf,1
W0011,2025-10-02,SHUT_IN,0.0,0.0,0.0,0.0,0.0,1440.0,106.5,32.7,44.8,102.2,0.0,M3,mcf,1
W0011,2025-10-03,SHUT_IN,0.0,0.0,0.0,0.0,0.0,1440.0,95.7,43.5,55.1,77.9,0.0,M3,mcf,1
W0011,2025-10-04,SHUT_IN,0.0,0.0,0.0,0.0,0.0,1440.0,89.3,73.9,48.0,107.5,0.0,M3,mcf,1
W0011,2025-10-05,SHUT_IN,0.0,0.0,0.0,0.0,0.0,1440.0,106.3,105.9,80.9,96.4,0.0,M3,mcf,1
W0011,2025-10-06,SHUT_IN,0.0,0.0,0.0,0.0,0.0,1440.0,99.7,30.2,69.1,84.2,0.0,M3,mcf,1
W0011,2025-10-07,SHUT_IN,0.0,0.0,0.0,0.0,0.0,1440.0,61.8,70.0,78.8,108.5,0.0,M3,mcf,1
W0011,2025-10-08,SHUT_IN,0.0,0.0,0.0,0.0,0.0,1440.0,87.4,78.8,88.1,83.4,0.0,M3,mcf,1
W0011,2025-10-09,SHUT_IN,0.0,0.0,0.0,0.0,0.0,1440.0,64.2,55.4,91.9,76.4,0.0,M3,mcf,1
W0011,2025-10-10,SHUT_IN,0.0,0.0,0.0,0.0,0.0,1440.0,82.9,71.8,87.8,107.5,0.0,M3,mcf,1
W0011,2025-10-11,SHUT_IN,0.0,0.0,0.0,0.0,0.0,1440.0,92.6,113.9,32.9,76.3,0.0,M3,mcf,1
W0011,2025-10-12,SHUT_IN,0.0,0.0,0.0,0.0,0.0,1440.0,144.9,75.9,34.9,89.5,0.0,M3,mcf,1
W0011,2025-10-13,SHUT_IN,0.0,0.0,0.0,0.0,0.0,1440.0,128.3,,89.1,92.8,0.0,M3,mcf,1
W0011,2025-10-14,SHUT_IN,0.0,0.0,0.0,0.0,0.0,1440.0,136.7,75.9,68.6,100.3,0.0,M3,mcf,1
W0011,2025-10-15,SHUT_IN,0.0,0.0,0.0,0.0,0.0,1440.0,92.5,36.6,48.0,95.0,0.0,M3,mcf,1
W0011,2025-10-16,SHUT_IN,0.0,0.0,0.0,0.0,0.0,1440.0,69.2,43.4,43.4,71.3,0.0,M3,mcf,1
W0011,2025-10-17,SHUT_IN,0.0,0.0,0.0,0.0,0.0,1440.0,124.3,53.3,29.9,98.0,0.0,M3,mcf,1
W0011,2025-10-18,SHUT_IN,0.0,0.0,0.0,0.0,0.0,1440.0,134.3,31.8,38.7,107.8,0.0,M3,mcf,1
W0011,2025-10-19,SHUT_IN,0.0,0.0,0.0,0.0,0.0,1440.0,88.5,114.5,41.9,78.7,0.0,M3,mcf,1
W0011,2025-10-20,SHUT_IN,0.0,0.0,0.0,0.0,0.0,1440.0,71.4,37.7,91.7,109.2,0.0,M3,mcf,1
W0011,2025-10-21,SHUT_IN,0.0,0.0,0.0,0.0,0.0,1440.0,145.5,106.7,87.8,96.4,0.0,M3,mcf,1
W0011,2025-10-22,SHUT_IN,0.0,0.0,0.0,0.0,0.0,1440.0,132.6,48.8,51.0,95.6,0.0,M3,mcf,1
W0011,2025-10-23,SHUT_IN,0.0,0.0,0.0,0.0,0.0,1440.0,137.5,89.4,87.1,89.0,0.0,M3,mcf,1
W0011,2025-10-24,SHUT_IN,0.0,0.0,0.0,0.0,0.0,1440.0,121.7,118.2,32.3,107.1,0.0,M3,mcf,1
W0011,2025-10-25,SHUT_IN,0.0,0.0,0.0,0.0,0.0,1440.0,102.2,87.9,90.2,86.4,0.0,M3,mcf,1
W0011,2025-10-26,SHUT_IN,0.0,0.0,0.0,0.0,0.0,1440.0,91.9,77.4,21.5,89.9,0.0,M3,mcf,1
W0011,2025-10-27,SHUT_IN,0.0,0.0,0.0,0.0,0.0,1440.0,79.1,113.5,27.0,88.4,0.0,M3,mcf,1
W0011,2025-10-28,SHUT_IN,0.0,0.0,0.0,0.0,0.0,1440.0,144.7,111.1,76.1,93.6,0.0,M3,mcf,1
W0011,2025-10-29,SHUT_IN,0.0,0.0,0.0,0.0,0.0,1440.0,78.1,63.0,27.2,101.4,0.0,M3,mcf,1
W0011,2025-10-30,SHUT_IN,0.0,0.0,0.0,0.0,0.0,1440.0,82.4,90.1,48.6,88.6,0.0,M3,mcf,1
W0011,2025-10-31,SHUT_IN,0.0,0.0,0.0,0.0,0.0,1440.0,105.5,102.2,36.9,86.0,0.0,M3,mcf,1
W0011,2025-11-01,SHUT_IN,0.0,0.0,0.0,0.0,0.0,1440.0,63.0,36.8,68.4,77.6,0.0,M3,mcf,1
W0011,2025-11-02,SHUT_IN,0.0,0.0,0.0,0.0,0.0,1440.0,56.0,110.7,62.7,75.4,0.0,M3,mcf,1
W0011,2025-11-03,SHUT_IN,0.0,0.0,0.0,0.0,0.0,1440.0,55.3,40.8,57.7,96.7,0.0,M3,mcf,1
W0011,2025-11-04,SHUT_IN,0.0,0.0,0.0,0.0,0.0,1440.0,114.1,43.0,70.7,86.2,0.0,M3,mcf,1
W0011,2025-11-05,SHUT_IN,0.0,0.0,0.0,0.0,0.0,1440.0,96.5,102.1,46.6,75.9,0.0,M3,mcf,1
W0011,2025-11-06,SHUT_IN,0.0,0.0,0.0,0.0,0.0,1440.0,137.3,49.1,43.5,98.3,0.0,M3,mcf,1
W0011,2025-11-07,SHUT_IN,0.0,0.0,0.0,0.0,0.0,1440.0,118.4,102.0,34.7,84.1,0.0,M3,mcf,1
W0011,2025-11-08,SHUT_IN,0.0,0.0,0.0,0.0,0.0,1440.0,62.6,78.7,43.4,97.6,0.0,M3,mcf,1
W0011,2025-11-09,SHUT_IN,0.0,0.0,0.0,0.0,0.0,1440.0,50.0,35.4,54.6,108.3,0.0,M3,mcf,1
W0011,2025-11-10,SHUT_IN,0.0,0.0,0.0,0.0,0.0,1440.0,139.1,119.5,53.3,71.9,0.0,M3,mcf,1
W0011,2025-11-11,SHUT_IN,0.0,0.0,0.0,0.0,0.0,1440.0,80.6,90.8,30.8,82.0,0.0,M3,mcf,1
W0011,2025-11-12,SHUT_IN,0.0,0.0,0.0,0.0,0.0,1440.0,55.6,72.7,36.7,73.6,0.0,M3,mcf,1
W0011,2025-11-13,SHUT_IN,0.0,0.0,0.0,0.0,0.0,1440.0,91.1,61.6,63.0,100.0,0.0,M3,mcf,1
W0011,2025-11-14,SHUT_IN,0.0,0.0,0.0,0.0,0.0,1440.0,61.3,101.2,22.1,87.7,0.0,M3,mcf,1
W0011,2025-11-15,SHUT_IN,0.0,0.0,0.0,0.0,0.0,1440.0,108.7,116.1,65.9,76.3,0.0,M3,mcf,1
W0011,2025-11-16,SHUT_IN,0.0,0.0,0.0,0.0,0.0,1440.0,101.8,65.6,58.3,77.9,0.0,M3,mcf,1
W0011,2025-11-17,SHUT_IN,0.0,0.0,0.0,0.0,0.0,1440.0,100.1,43.5,79.5,93.8,0.0,M3,mcf,1
W0011,2025-11-18,SHUT_IN,0.0,0.0,0.0,0.0,0.0,1440.0,57.9,110.1,69.3,82.6,0.0,M3,mcf,1
W0011,2025-11-19,SHUT_IN,0.0,0.0,0.0,0.0,0.0,1440.0,54.6,86.9,49.9,106.3,0.0,M3,mcf,1
W0011,2025-11-20,SHUT_IN,0.0,0.0,0.0,0.0,0.0,1440.0,53.5,33.5,95.9,108.6,0.0,M3,mcf,1
W0011,2025-11-21,SHUT_IN,0.0,0.0,0.0,0.0,0.0,1440.0,52.8,94.4,37.7,98.1,0.0,M3,mcf,1
W0011,2025-11-22,SHUT_IN,0.0,0.0,0.0,0.0,0.0,1440.0,136.9,39.1,39.1,71.0,0.0,M3,mcf,1
W0011,2025-11-23,SHUT_IN,0.0,0.0,0.0,0.0,0.0,1440.0,54.4,32.7,84.1,81.9,0.0,M3,mcf,1
W0011,2025-11-24,SHUT_IN,0.0,0.0,0.0,0.0,0.0,1440.0,99.3,100.9,59.6,87.2,0.0,M3,mcf,1
W0011,2025-11-25,SHUT_IN,0.0,0.0,0.0,0.0,0.0,1440.0,51.2,81.1,30.0,100.6,0.0,M3,mcf,1
W0011,2025-11-26,SHUT_IN,0.0,0.0,0.0,0.0,0.0,1440.0,75.8,90.7,71.7,94.7,0.0,M3,mcf,1
W0011,2025-11-27,SHUT_IN,0.0,0.0,0.0,0.0,0.0,1440.0,76.7,54.0,89.0,70.5,0.0,M3,mcf,1
W0011,2025-11-28,SHUT_IN,0.0,0.0,0.0,0.0,0.0,1440.0,68.2,84.9,85.4,84.3,0.0,M3,mcf,1
W0011,2025-11-29,SHUT_IN,0.0,0.0,0.0,0.0,0.0,1440.0,115.3,80.1,25.2,94.9,0.0,M3,mcf,1
W0011,2025-11-30,SHUT_IN,0.0,0.0,0.0,0.0,0.0,1440.0,131.4,119.3,22.4,96.4,0.0,M3,mcf,1
W0011,2025-12-01,SHUT_IN,0.0,0.0,0.0,0.0,0.0,1440.0,91.5,30.9,69.1,74.9,0.0,M3,mcf,1
W0011,2025-12-02,SHUT_IN,0.0,0.0,0.0,0.0,0.0,1440.0,87.9,53.5,48.9,89.7,0.0,M3,mcf,1
W0011,2025-12-03,SHUT_IN,0.0,0.0,0.0,0.0,0.0,1440.0,85.9,79.7,39.1,95.4,0.0,M3,mcf,1
W0011,2025-12-04,SHUT_IN,0.0,0.0,0.0,0.0,0.0,1440.0,135.4,50.2,60.6,95.9,0.0,M3,mcf,1
W0011,2025-12-05,SHUT_IN,0.0,0.0,0.0,0.0,0.0,1440.0,106.5,62.9,71.4,71.1,0.0,M3,mcf,1
W0011,2025-12-06,SHUT_IN,0.0,0.0,0.0,0.0,0.0,1440.0,87.0,77.9,21.6,90.3,0.0,M3,mcf,1
W0011,2025-12-07,SHUT_IN,0.0,0.0,0.0,0.0,0.0,1440.0,115.4,98.3,29.1,109.6,0.0,M3,mcf,1
W0011,2025-12-08,SHUT_IN,0.0,0.0,0.0,0.0,0.0,1440.0,110.6,62.7,39.9,92.9,0.0,M3,mcf,1
W0011,2025-12-09,SHUT_IN,0.0,0.0,0.0,0.0,0.0,1440.0,138.2,76.9,72.9,84.3,0.0,M3,mcf,1
W0011,2025-12-10,SHUT_IN,0.0,0.0,0.0,0.0,0.0,1440.0,88.8,55.8,76.5,84.4,0.0,M3,mcf,1
W0011,2025-12-11,SHUT_IN,0.0,0.0,0.0,0.0,0.0,1440.0,69.1,63.2,88.3,99.5,0.0,M3,mcf,1
W0011,2025-12-12,SHUT_IN,0.0,0.0,0.0,0.0,0.0,1440.0,83.5,111.6,26.0,72.0,0.0,M3,mcf,1
W0011,2025-12-13,SHUT_IN,0.0,0.0,0.0,0.0,0.0,1440.0,62.7,40.5,27.0,96.5,0.0,M3,mcf,1
W0011,2025-12-14,SHUT_IN,0.0,0.0,0.0,0.0,0.0,1440.0,110.1,88.3,75.1,100.3,0.0,M3,mcf,1
W0011,2025-12-15,SHUT_IN,0.0,0.0,0.0,0.0,0.0,1440.0,70.7,86.0,66.4,107.7,0.0,M3,mcf,1
W0011,2025-12-16,SHUT_IN,0.0,0.0,0.0,0.0,0.0,1440.0,73.2,35.3,72.3,99.6,0.0,M3,mcf,1
W0011,2025-12-17,SHUT_IN,0.0,0.0,0.0,0.0,0.0,1440.0,78.3,81.4,24.8,108.4,0.0,M3,mcf,1
W0011,2025-12-18,SHUT_IN,0.0,0.0,0.0,0.0,0.0,1440.0,61.0,36.1,23.5,87.1,0.0,M3,mcf,1
W0011,2025-12-19,SHUT_IN,0.0,0.0,0.0,0.0,0.0,1440.0,59.7,97.0,91.9,80.4,0.0,M3,mcf,1
