Well ID,Datetime,Oil Rate,Gas Rate,Water Rate,Total Liquid Rate,Tubing Pressure,Casing Pressure,Line Pressure,Flowing Temperature,Gas Oil Ratio,Status,Uptime,Downtime Minutes,Allocation Oil Volume,Allocation Gas Volume,Allocation Water Volume
W0009,2026-03-27,19.377 M3,675.931 mcf,407.328,529.205,1980.2,858.8,429.1,157.9,5546.0,ACTIVE,95.0,72,19.377 M3,675.931 mcf,407.328
W0032,2026-06-11,0.0,0.0 mcf,0.0,0.0,138.9,39.8,89.3,89.0,0.0,SHUT_IN,0.0,1440,0.0,0.0 mcf,0.0
W0010,2026-04-19,582.32,2924.876 mcf,331.663,913.983,1730.9,882.2,345.8,161.4,5022.8,ACTIVE,100.0,0,582.32,2924.876 mcf,331.663
W0018,2025-12-19,197.695,1022.689 mcf,422.491,620.186,1530.4,795.1,389.0,147.6,5173.1,ACTIVE,95.74,61,197.695,1022.689 mcf,422.491
W0008,2025-09-29,311.872,1626.247 mcf,259.867,571.74,1664.5,925.0,376.7,132.1,5214.5,ACTIVE,98.0,29,311.872,1626.247 mcf,259.867
W0022,2025-12-31,274.355,1389.608 mmbtu,298.067,572.422,1687.8,809.1,368.0,169.2,4884.3,ACTIVE,97.76,32,274.355,1389.608 mmbtu,298.067
W0037,2026-03-24,556.462,3037.097 mcf,314.987,871.449,1684.8,893.4,418.1,148.1,5457.9,ACTIVE,92.03,115,556.462,3037.097 mcf,314.987
W0010,2025-11-03,617.483,2984.208 mcf,337.968,955.451,1932.6,884.9,385.1,137.7,4832.9,ACTIVE,100.0,0,617.483,2984.208 mcf,337.968
W0005,2026-06-21,255.421,1451.931 mcf,246.213,501.634,1754.3,869.9,327.6,145.1,5684.5,ACTIVE,100.0,0,255.421,1451.931 mcf,246.213
W0032,2026-02-05,0.0,0.0 mcf,0.0,0.0,81.4,41.5,31.7,80.1,0.0,SHUT_IN,0.0,1440,0.0,0.0 mcf,0.0
29,09/21/2025,0.0,0.0 mcf,0.0,0.0,139.0,99.8,50.5,75.2,0.0,shut_in,0.0,1440,0.0,0.0 mcf,0.0
W0003,2025-12-27,149.914,939.036 mcf,323.635,473.549,1806.7,875.2,395.8,121.6,6263.8,ACTIVE,94.46,80,149.914,939.036 mcf,323.635
W0005,2025-09-30,308.166,1479.542 mcf,256.921,565.087,1972.6,913.2,350.5,166.4,4801.1,ACTIVE,95.48,65,308.166,1479.542 mcf,256.921
23,2025-10-22,325.186,1477.222 mcf,274.424,599.61,1848.7,910.6,320.6,157.4,4542.7,ACTIVE,95.27,68,325.186,1477.222 mcf,274.424
W0007,2026-05-28,430.571,2051.217 mcf,198.012,628.584,1766.1,824.5,329.8,148.4,4763.9,ACTIVE,93.63,92,430.571,2051.217 mcf,198.012
W0032,25-01-2026,0.0,0.0 mcf,0.0,0.0,106.1,109.5,31.1,103.0,0.0,SHUT_IN,0.0,1440,0.0,0.0 mcf,0.0
W0025,07/08/2026,16.532 M3,539.732 mcf,425.348,529.328,1891.9,901.0,359.8,132.3,5190.7,active,97.11,42,16.532 M3,539.732 mcf,425.348
W0031,2026-05-24,0.0,0.0 mcf,0.0,0.0,59.8,45.2,57.4,71.1,0.0,SHUT_IN,0.0,1440,0.0,0.0 mcf,0.0
W0034,2025-10-17,274.783,1631.489 mmbtu,284.155,558.937,1544.9,935.9,393.8,163.9,5725.5,ACTIVE,96.81,46,274.783,1631.489 mmbtu,284.155
W0032,10/10/2025,0.0,0.0 mcf,0.0,0.0,105.1,113.5,56.9,95.6,0.0,SHUT_IN,0.0,1440,0.0,0.0 mcf,0.0
W0020,2026-05-29,549.071,3041.159 mcf,315.701,864.773,1987.8,867.7,384.7,153.4,5538.7,ACTIVE,100.0,0,549.071,3041.159 mcf,315.701
W0013,2025-11-22,0.0,0.0 mcf,0.0,0.0,112.4,102.0,71.5,76.7,0.0,SHUT_IN,0.0,1440,0.0,0.0 mcf,0.0
W0032,2026-04-02,0.0,0.0 mcf,0.0,0.0,128.7,86.5,96.5,104.9,0.0,SHUT_IN,0.0,1440,0.0,0.0 mcf,0.0
W0038,27-09-2025,0.0 M3,0.0 mcf,0.0,0.0,84.5,115.2,23.7,80.2,0.0,SHUT_IN,0.0,1440,0.0 M3,0.0 mcf,0.0
W0002,2026-01-09,0.0,0.0 mcf,0.0,0.0,143.4,91.5,62.5,71.3,0.0,SHUT_IN,0.0,1440,0.0,0.0 mcf,0.0
W0029,2025-10-01,0.0,0.0 mcf,0.0,0.0,130.4,49.1,94.6,109.4,0.0,SHUT_IN,0.0,1440,0.0,0.0 mcf,0.0
W0019,2026-06-10,643.762,2825.915 mcf,371.197,1014.959,1967.0,746.4,384.0,145.1,4389.7,ACTIVE,99.73,4,643.762,2825.915 mcf,371.197
W0025,2026-05-20,17.595 M3,532.716 mcf,410.015,520.685,1875.7,918.8,274.4,154.1,4813.5,Active ,98.49,22,17.595 M3,532.716 mcf,410.015
W0003,2026-07-09,137.57,761.906 mcf,384.668,522.238,1882.3,727.7,367.9,143.6,5538.3,ACTIVE,96.0,58,137.57,761.906 mcf,384.668
W0025,2025-10-16,20.155 M3,733.155 mcf,320.289,447.057,1916.1,967.8,367.8,154.0,5783.4,ACTIVE,98.22,26,20.155 M3,733.155 mcf,320.289
W0008,2025-11-13,260.114,1440.383 mcf,222.19,482.304,1765.5,883.5,344.5,141.6,5537.5,ACTIVE,97.67,34,260.114,1440.383 mcf,222.19
W0019,13-05-2026,668.096,3089.366 mcf,382.686,1050.782,1757.0,888.5,318.9,166.9,4624.1,ACTIVE,94.66,77,668.096,3089.366 mcf,382.686
W0017,2025-11-03,493.069,2327.249 mcf,269.872,762.942,1778.3,906.1,348.9,150.0,4719.9,ACTIVE,94.14,84,493.069,2327.249 mcf,269.872
W0022,2026-03-04,222.772,1180.585 mmbtu,252.291,475.064,1786.5,865.3,386.2,149.1,5110.4,ACTIVE,97.09,42,222.772,1180.585 mmbtu,252.291
W0013,2026-03-25,0.0,0.0 mcf,0.0,0.0,108.4,49.5,51.3,103.1,0.0,SHUT_IN,0.0,1440,0.0,0.0 mcf,0.0
W0015,2026-01-21,59.442,323.198 mcf,604.05,663.491,1848.2,1002.8,348.6,153.9,5437.2,ACTIVE,100.0,0,59.442,323.198 mcf,604.05
W0024,03/22/2026,56.118,257.902 mcf,808.145,864.263,2011.6,952.8,406.7,146.3,4595.7,ACTIVE,97.77,32,56.118,257.902 mcf,808.145
W0024,2026-08-24,45.164,202.315 mcf,1460.288,1505.451,1757.6,851.9,324.4,150.2,4479.6,ACTIVE,98.7,19,45.164,202.315 mcf,1460.288
W0016,2026-01-26,20.575 M3,572.655 mcf,388.178,517.59,1757.6,1073.7,352.7,167.1,4425.1,ACTIVE,99.47,8,20.575 M3,572.655 mcf,388.178
W0003,2025-10-13,194.739,931.112 mcf,382.91,577.649,1753.5,812.1,406.8,148.9,4781.3,ACTIVE,99.42,8,194.739,931.112 mcf,382.91
W0013,2025-11-24,0.0,0.0 mcf,0.0,0.0,86.0,85.1,49.1,73.8,0.0,shut_in,0.0,1440,0.0,0.0 mcf,0.0
W0013,2025-09-26,0.0,0.0 mcf,0.0,0.0,94.0,103.1,45.2,87.8,0.0,Shut_In ,0.0,1440,0.0,0.0 mcf,0.0
W0030,2025-11-05,295.151,1715.496 mmbtu,309.056,604.207,1708.4,702.0,396.1,138.4,5604.9,ACTIVE,100.0,0,295.151,1715.496 mmbtu,309.056
W0012,2025-08-31,0.0,0.0 mcf,0.0,0.0,70.9,113.2,73.4,105.9,0.0,SHUT_IN,0.0,1440,0.0,0.0 mcf,0.0
W0004,2025-12-04,0.0,0.0 mcf,0.0,0.0,101.0,64.2,55.9,109.2,0.0,SHUT_IN,0.0,1440,0.0,0.0 mcf,0.0
28,2026-04-15,542.894,2404.232 mcf,246.951,789.845,1705.5,999.5,294.9,159.3,4428.5,ACTIVE,94.19,84,542.894,2404.232 mcf,246.951
W0001,2025-10-17,46.704,175.56 mcf,544.184,590.888,1800.6,903.8,332.0,156.2,3759.0,ACTIVE,94.2,83,46.704,175.56 mcf,544.184
13,12/29/2025,0.0,0.0 mcf,0.0,0.0,134.6,83.8,89.6,104.7,0.0,SHUT_IN,0.0,1440,0.0,0.0 mcf,0.0
W0007,12/19/2025,487.392,2291.466 mcf,215.151,702.543,1820.1,936.3,309.2,153.6,4701.5,ACTIVE,97.12,41,487.392,2291.466 mcf,215.151
W0033,2026-05-16,143.731,723.115 mcf,372.88,516.612,1783.6,776.3,333.8,151.0,5031.0,active,95.33,67,143.731,723.115 mcf,372.88
W0020,06/16/2026,559.898,3089.424 mcf,323.298,883.196,1757.7,841.0,366.9,144.9,5517.8,ACTIVE,95.73,61,559.898,3089.424 mcf,323.298
W0004,2025-09-14,0.0,0.0 mcf,0.0,0.0,118.3,89.5,96.0,99.2,0.0,SHUT_IN,0.0,1440,0.0,0.0 mcf,0.0
w0009,10/28/2025,25.998 M3,686.646 mcf,421.284,584.805,1809.0,819.9,414.0,164.1,4199.1,ACTIVE,93.88,88,25.998 M3,686.646 mcf,421.284
W0002,2026-06-14,0.0,0.0 mcf,0.0,0.0,149.7,42.2,74.0,85.8,0.0,SHUT_IN,0.0,1440,0.0,0.0 mcf,0.0
W0009,2026-07-27,19.141 M3,501.225 mcf,512.62,633.014,1791.4,686.2,306.6,141.9,4163.2,Active ,94.95,73,19.141 M3,501.225 mcf,512.62
W0015,2026-02-04,66.062,271.333 mcf,721.929,787.99,1765.5,767.7,334.7,140.5,4107.3,ACTIVE,92.74,105,66.062,271.333 mcf,721.929
W0004,11/27/2025,0.0,0.0 mcf,0.0,0.0,101.5,45.4,73.0,104.1,0.0,SHUT_IN,0.0,1440,0.0,0.0 mcf,0.0
W0032,2026-07-11,0.0,0.0 mcf,0.0,0.0,97.8,47.3,74.3,78.5,0.0,SHUT_IN,0.0,1440,0.0,0.0 mcf,0.0
W0031,2025-12-26,0.0,0.0 mcf,0.0,0.0,114.8,57.9,89.4,83.1,0.0,SHUT_IN,0.0,1440,0.0,0.0 mcf,0.0
18,2025-10-25,218.321,1067.286 mcf,435.657,653.978,1987.0,,409.2,149.3,4888.6,ACTIVE,90.51,137,218.321,1067.286 mcf,435.657
W0002,2026-03-15,0.0,0.0 mcf,0.0,0.0,75.9,32.5,70.5,87.1,0.0,SHUT_IN,0.0,1440,0.0,0.0 mcf,0.0
W0012,2025-12-08,0.0,0.0 mcf,0.0,0.0,111.9,51.6,33.7,109.3,0.0,shut_in,0.0,1440,0.0,0.0 mcf,0.0
W0025,2026-05-14,16.009 M3,539.461 mcf,368.704,469.4,1910.7,922.3,321.4,144.2,5357.3,ACTIVE,92.15,113,16.009 M3,539.461 mcf,368.704
W0003,2025-12-15,180.663,860.516 mcf,384.15,564.812,1820.2,975.6,370.0,141.2,4763.1,ACTIVE,94.35,81,180.663,860.516 mcf,384.15
W0011,2026-04-22,0.0 M3,0.0 mcf,0.0,0.0,148.5,105.2,21.2,94.7,0.0,SHUT_IN,0.0,1440,0.0 M3,0.0 mcf,0.0
W0005,2026-02-25,277.017,1620.593 mcf,250.566,527.583,1835.3,913.1,408.5,159.7,5850.2,ACTIVE,94.51,79,277.017,1620.593 mcf,250.566
W0024,09/14/2025,70.049,367.885 mcf,421.17,491.22,1803.4,979.4,337.9,145.7,5251.8,ACTIVE,93.37,96,70.049,367.885 mcf,421.17
W0034,2026-04-15,240.627,1272.083 mmbtu,280.18,520.807,1724.9,997.2,399.6,148.5,5097.9,ACTIVE,96.58,49,240.627,1272.083 mmbtu,280.18
W0026,2026-03-28,271.927,1429.871 mmbtu,312.879,584.806,1906.7,958.6,346.1,156.9,5070.7,ACTIVE,94.78,75,271.927,1429.871 mmbtu,312.879
W0008,12/16/2025,301.685,1557.421 mcf,262.429,564.113,1740.6,823.0,353.3,148.5,5162.4,ACTIVE,99.55,7,301.685,1557.421 mcf,262.429
W0006,2026-01-21,465.555,2194.598 mcf,207.266,672.821,1854.4,1018.0,366.3,143.0,4713.9,ACTIVE,95.11,70,465.555,2194.598 mcf,207.266
W0021,2026-01-17,281.651,1393.246 mcf,249.354,531.004,1816.2,860.0,389.2,164.7,4946.7,ACTIVE,95.28,68,281.651,1393.246 mcf,249.354
W0023,2025-11-14,283.13,1753.44 mcf,241.984,525.114,1636.6,997.4,349.9,146.9,6193.1,ACTIVE,92.65,106,283.13,1753.44 mcf,241.984
W0004,2025-10-20,0.0,0.0 mcf,0.0,0.0,108.9,77.3,36.2,88.1,0.0,SHUT_IN,0.0,1440,0.0,0.0 mcf,0.0
W0012,2025-11-12,0.0,0.0 mcf,0.0,0.0,128.5,36.5,96.8,86.7,0.0,SHUT_IN,0.0,1440,0.0,0.0 mcf,0.0
W0028,2026-08-10,472.008,2745.918 mcf,221.172,693.179,2047.1,779.0,319.7,129.7,5817.5,Producing,94.42,80,472.008,2745.918 mcf,221.172
W0003,2025-10-01,188.0,970.052 mcf,364.274,552.274,1871.1,683.6,324.8,145.1,5159.8,ACTIVE,91.9,117,188.0,970.052 mcf,364.274
W0024,11-10-2025,69.142,359.843 mcf,456.628,525.771,1769.8,909.3,263.9,159.3,5204.4,ACTIVE,96.5,50,69.142,359.843 mcf,456.628
W0021,12/19/2025,263.244,1343.347 mcf,229.368,492.612,1628.6,879.6,312.6,149.3,5103.1,ACTIVE,95.65,63,263.244,1343.347 mcf,229.368
W0035,2025-11-24,342.068,1742.232 mmbtu,362.689,704.757,1772.1,895.0,375.7,169.4,4911.5,ACTIVE,93.53,93,342.068,1742.232 mmbtu,362.689
W0011,2026-04-06,0.0 M3,0.0 mcf,0.0,0.0,124.2,75.4,20.9,80.5,0.0,SHUT_IN,0.0,1440,0.0 M3,0.0 mcf,0.0
W0016,2025-09-10,24.355 M3,723.852 mcf,365.398,518.588,1838.1,999.4,381.5,143.2,4725.2,ACTIVE,96.09,56,24.355 M3,723.852 mcf,365.398
W0024,2026-08-14,46.339,198.452 mcf,1498.302,1544.641,1850.3,1032.2,319.9,137.1,4282.6,ACTIVE,95.12,70,46.339,198.452 mcf,1498.302
W0008,2025-10-31,290.062,1396.593 mcf,246.002,536.064,1972.8,840.7,344.9,152.4,4814.8,ACTIVE,100.0,0,290.062,1396.593 mcf,246.002
W0026,2026-02-04,244.516,1452.325 mmbtu,271.848,516.365,1772.1,859.1,300.7,159.7,5727.7,ACTIVE,95.0,72,244.516,1452.325 mmbtu,271.848
W0009,2025-12-11,22.285 M3,743.957 mcf,388.46,528.626,1943.6,973.1,372.7,157.9,5307.7,ACTIVE,93.31,96,22.285 M3,743.957 mcf,388.46
W0015,2026-07-05,48.891,244.401 mcf,1580.807,1629.698,1899.6,835.4,364.1,158.0,4998.9,ACTIVE,100.0,0,48.891,244.401 mcf,1580.807
W0012,11/22/2025,0.0,0.0 mcf,0.0,0.0,107.3,50.0,54.0,101.0,0.0,SHUT_IN,0.0,1440,0.0,0.0 mcf,0.0
W0018,2026-05-22,156.298,770.963 mcf,408.821,565.119,1724.9,846.8,306.8,153.4,4932.6,ACTIVE,97.37,38,156.298,770.963 mcf,408.821
W0031,10-02-2026,0.0,0.0 mcf,0.0,0.0,96.3,105.8,51.7,109.5,0.0,SHUT_IN,0.0,1440,0.0,0.0 mcf,0.0
W0021,2026-02-18,269.635,1321.12 mcf,242.952,512.587,1756.3,898.0,298.1,156.6,4899.7,ACTIVE,94.42,80,269.635,1321.12 mcf,242.952
W0016,02-12-2025,20.277 M3,613.356 mcf,348.163,475.704,1816.9,825.5,325.7,145.6,4809.1,ACTIVE,92.61,106,20.277 M3,613.356 mcf,348.163
W0021,2025-09-01,284.624,1558.345 mcf,233.519,518.143,1969.3,967.0,366.3,150.3,5475.1,ACTIVE,97.27,39,284.624,1558.345 mcf,233.519
W0021,2026-04-25,245.305,1398.115 mcf,229.186,474.491,1837.9,865.2,354.8,154.9,5699.5,ACTIVE,92.36,110,245.305,1398.115 mcf,229.186
W0008,2026-01-04,266.797,1424.476 mcf,234.52,501.317,1775.7,825.0,338.0,164.1,5339.2,ACTIVE,98.22,26,266.797,1424.476 mcf,234.52
W0039,2025-12-23,476.648,2532.846 mcf,210.626,687.274,1752.4,1076.2,355.1,154.2,5313.9,ACTIVE,90.7,134,476.648,2532.846 mcf,210.626
W0027,01/14/2026,237.255,1313.603 mcf,209.702,446.957,1695.1,930.6,278.3,145.2,5536.7,active,93.55,93,237.255,1313.603 mcf,209.702
W0019,2025-12-14,629.655,3271.521 mcf,348.028,977.683,1841.4,971.8,339.2,183.0,5195.7,ACTIVE,99.0,14,629.655,3271.521 mcf,348.028
W0003,2026-02-24,182.795,734.626 mcf,425.689,608.484,1747.2,1003.0,350.6,137.6,4018.8,ACTIVE,92.9,102,182.795,734.626 mcf,425.689
W0025,2025-12-06,19.682 M3,607.377 mcf,340.215,464.01,1744.6,934.0,395.6,167.8,4906.3,ACTIVE,97.72,33,19.682 M3,607.377 mcf,340.215
W0035,2026-02-12,311.385,1607.739 mmbtu,348.023,659.408,1680.8,894.5,382.6,167.4,4979.0,ACTIVE,95.47,65,311.385,1607.739 mmbtu,348.023
W0022,2026-05-01,226.698,1260.517 mmbtu,266.77,493.468,2076.7,820.4,369.8,150.9,5361.9,ACTIVE,95.45,66,226.698,1260.517 mmbtu,266.77
W0004,2026-05-04,0.0,0.0 mcf,0.0,0.0,58.4,34.7,40.3,73.0,0.0,SHUT_IN,0.0,1440,0.0,0.0 mcf,0.0
W0004,2026-08-11,0.0,0.0 mcf,0.0,0.0,69.9,75.8,32.6,96.8,0.0,SHUT_IN,0.0,1440,0.0,0.0 mcf,0.0
W0021,2026-07-26,246.35,1189.478 mcf,242.068,488.418,1702.9,1046.1,359.6,140.6,4828.4,ACTIVE,96.74,47,246.35,1189.478 mcf,242.068
W0010,2026-03-29,602.661,3227.304 mcf,341.543,944.205,1786.0,934.7,419.0,152.0,5355.1,ACTIVE,94.09,85,602.661,3227.304 mcf,341.543
W0020,2026-03-24,564.795,2745.684 mcf,319.704,884.5,1722.3,899.2,312.7,150.7,4861.4,ACTIVE,98.55,21,564.795,2745.684 mcf,319.704
W0029,2025-10-24,0.0,0.0 mcf,0.0,0.0,85.5,112.6,87.9,80.3,0.0,SHUT_IN,0.0,1440,0.0,0.0 mcf,0.0
W0016,2026-02-08,19.935 M3,631.962 mcf,384.829,510.217,1875.3,850.1,291.3,141.3,5040.1,ACTIVE,97.68,33,19.935 M3,631.962 mcf,384.829
W0007,2026-04-16,456.82,2211.695 mcf,207.851,664.67,1756.6,961.3,407.3,158.0,4841.5,ACTIVE,96.1,56,456.82,2211.695 mcf,207.851
W0029,2025-10-15,0.0,0.0 mcf,0.0,0.0,93.0,47.2,28.7,83.9,0.0,SHUT_IN,0.0,1440,0.0,0.0 mcf,0.0
W0008,02/20/2026,256.687,1180.033 mcf,231.54,488.227,1817.8,941.4,323.1,142.2,4597.2,active,96.92,44,256.687,1180.033 mcf,231.54
W0001,2025-11-15,42.056,198.924 mcf,584.491,626.547,2025.2,838.1,300.2,132.2,4730.0,ACTIVE,97.24,40,42.056,198.924 mcf,584.491
W0012,03/17/2026,0.0,0.0 mcf,0.0,0.0,70.1,83.5,21.6,85.9,0.0,SHUT_IN,0.0,1440,0.0,0.0 mcf,0.0
W0037,2025-11-20,595.097,2953.952 mcf,327.045,922.142,1727.0,1076.0,314.9,133.9,4963.8,ACTIVE,92.84,103,595.097,2953.952 mcf,327.045
W0029,2025-12-26,0.0,0.0 mcf,0.0,0.0,52.0,35.8,46.7,107.2,0.0,SHUT_IN,0.0,1440,0.0,0.0 mcf,0.0
26,2026-01-31,267.293,1647.507 mmbtu,296.388,563.681,1731.8,852.2,436.5,147.6,5943.8,ACTIVE,99.55,6,267.293,1647.507 mmbtu,296.388
W0017,2025-08-31,487.126,2699.524 mcf,262.551,749.678,1587.1,881.6,306.8,137.3,5541.7,ACTIVE,98.39,23,487.126,2699.524 mcf,262.551
W0022,2026-01-29,245.032,1445.081 mmbtu,271.346,516.379,1643.3,955.1,385.9,157.5,5687.1,ACTIVE,94.66,77,245.032,1445.081 mmbtu,271.346
14,07-10-2025,467.155,2458.293 mcf,202.358,669.514,1863.0,887.5,393.5,133.4,5262.3,ACTIVE,92.2,112,467.155,2458.293 mcf,202.358
W0005,2025-12-17,259.929,1526.112 mcf,226.231,486.16,1671.9,839.9,381.7,135.2,5871.3,active,98.51,21,259.929,1526.112 mcf,226.231
W0039,2026-07-21,472.712,2610.586 mcf,220.386,693.099,1799.0,907.9,364.4,161.8,5522.6,Producing,98.28,25,472.712,2610.586 mcf,220.386
W0003,01/23/2026,171.003,826.44 mcf,382.087,553.09,1715.1,879.0,286.2,142.6,4832.9,ACTIVE,91.81,118,171.003,826.44 mcf,382.087
W0005,2025-12-23,273.236,1748.359 mcf,238.6,511.836,1768.2,827.8,457.9,152.4,6398.7,ACTIVE,94.08,85,273.236,1748.359 mcf,238.6
W0018,2026-01-10,207.855,1001.965 mcf,456.772,664.628,1817.7,917.0,306.5,132.1,4820.5,ACTIVE,89.3,154,207.855,1001.965 mcf,456.772
W0005,2025-10-15,316.289,1713.268 mcf,265.887,582.176,1792.9,882.3,357.6,138.5,5416.8,ACTIVE,99.5,7,316.289,1713.268 mcf,265.887
W0006,2025-11-06,436.381,2459.343 mcf,190.505,626.886,1654.4,987.8,303.1,131.8,5635.8,ACTIVE,91.13,128,436.381,2459.343 mcf,190.505
W0013,2025-10-15,0.0,0.0 mcf,0.0,0.0,134.1,115.6,53.2,108.8,0.0,SHUT_IN,0.0,1440,0.0,0.0 mcf,0.0
W0012,2025-12-02,0.0,0.0 mcf,0.0,0.0,145.6,30.4,82.1,71.3,0.0,SHUT_IN,0.0,1440,0.0,0.0 mcf,0.0
W0023,08/04/2026,272.025,1438.39 mcf,268.618,540.643,1848.4,922.1,337.8,145.8,5287.7,Active ,93.92,87,272.025,1438.39 mcf,268.618
W0006,2025-09-16,453.688,2371.376 mcf,195.454,649.142,1981.1,989.5,293.2,152.2,5226.9,ACTIVE,97.65,34,453.688,2371.376 mcf,195.454
W0022,2026-05-10,214.015,1146.855 mmbtu,253.351,467.366,1709.1,1046.2,333.6,148.6,5167.6,ACTIVE,97.92,30,214.015,1146.855 mmbtu,253.351
W0023,04/22/2026,299.032,1465.569 mcf,278.923,577.955,1783.2,924.0,365.6,174.3,4901.0,ACTIVE,97.02,43,299.032,1465.569 mcf,278.923
W0026,10/15/2025,283.291,1819.999 mmbtu,292.568,575.859,1893.9,978.6,337.3,135.5,6195.3,ACTIVE,91.53,122,283.291,1819.999 mmbtu,292.568
W0039,2026-07-22,513.085,2418.918 mcf,239.269,752.354,1818.9,982.5,370.8,144.9,4714.5,ACTIVE,95.39,66,513.085,2418.918 mcf,239.269
W0035,2025-10-14,313.792,1722.356 mmbtu,323.854,637.646,2008.3,901.0,323.8,153.1,5293.0,ACTIVE,97.54,35,313.792,1722.356 mmbtu,323.854
W0030,2026-05-05,277.282,1588.294 mmbtu,327.161,604.443,1994.2,915.9,310.1,142.3,5523.7,ACTIVE,98.12,27,277.282,1588.294 mmbtu,327.161
W0038,2026-04-05,0.0 M3,0.0 mcf,0.0,0.0,133.8,72.8,72.1,89.1,0.0,SHUT_IN,0.0,1440,0.0 M3,0.0 mcf,0.0
W0039,2026-02-06,524.092,2529.513 mcf,234.287,758.38,1755.5,857.5,307.2,150.7,4826.5,ACTIVE,95.89,59,524.092,2529.513 mcf,234.287
W0020,2026-07-25,596.166,2596.178 mcf,347.421,943.588,1956.2,907.0,398.1,156.6,4354.8,ACTIVE,100.0,0,596.166,2596.178 mcf,347.421
W0039,2025-11-10,508.226,2561.482 mcf,222.099,730.324,1998.0,879.9,435.8,160.4,5040.0,ACTIVE,94.63,77,508.226,2561.482 mcf,222.099
W0021,2026-01-21,247.49,1309.883 mcf,219.593,467.083,1787.0,774.0,329.9,163.1,5292.7,ACTIVE,97.44,37,247.49,1309.883 mcf,219.593
W0016,2026-04-12,17.555 M3,597.895 mcf,380.238,490.655,1760.7,848.5,316.8,153.5,5414.9,ACTIVE,94.87,74,17.555 M3,597.895 mcf,380.238
W0010,2026-07-22,572.337,2715.974 mcf,333.299,905.636,1794.1,923.5,338.2,163.4,4745.4,ACTIVE,95.76,61,572.337,2715.974 mcf,333.299
W0006,2026-06-06,422.809,2009.018 mcf,194.887,617.696,1825.5,852.3,371.1,155.5,4751.6,ACTIVE,97.91,30,422.809,2009.018 mcf,194.887
W0019,2026-04-12,634.827,2821.925 mcf,360.969,995.797,1702.1,1033.9,368.7,162.7,4445.2,ACTIVE,100.0,0,634.827,2821.925 mcf,360.969
15,2026-04-11,62.627,285.013 mcf,1041.669,1104.296,1502.7,845.0,377.4,154.9,4550.9,active,92.19,112,62.627,285.013 mcf,1041.669
W0028,2025-10-08,609.204,3078.866 mcf,263.375,871.234,1645.4,889.2,371.5,147.7,5065.1,ACTIVE,90.4,138,607.859,3078.866 mcf,263.375
W0023,2025-12-19,305.293,1703.22 mcf,266.007,571.3,1712.1,937.7,333.6,140.7,5579.0,ACTIVE,100.0,0,305.293,1703.22 mcf,266.007
W0021,2025-12-06,300.107,1330.848 mcf,259.623,559.73,1812.0,975.2,377.1,149.5,4434.6,ACTIVE,94.1,85,300.107,1330.848 mcf,259.623
W0027,2026-02-26,253.099,1219.957 mcf,229.058,482.157,1992.2,1049.0,333.2,159.4,4820.1,ACTIVE,92.6,107,253.099,1219.957 mcf,229.058
W0015,2025-11-20,66.183,352.114 mcf,508.983,575.166,1718.2,956.3,376.2,157.2,5320.3,ACTIVE,97.64,34,66.183,352.114 mcf,508.983
W0013,2026-01-08,0.0,0.0 mcf,0.0,0.0,62.3,110.0,69.6,93.9,0.0,SHUT_IN,0.0,1440,0.0,0.0 mcf,0.0
W0036,2026-05-27,0.0,0.0 mcf,0.0,0.0,69.3,30.3,65.3,97.6,0.0,SHUT_IN,0.0,1440,0.0,0.0 mcf,0.0
W0039,2026-03-17,436.715,2555.155 mcf,197.187,633.902,1838.2,807.5,382.2,133.7,5850.9,ACTIVE,94.94,73,436.715,2555.155 mcf,197.187
W0019,2025-12-23,576.608,2986.861 mcf,319.394,896.002,1566.8,926.7,359.9,133.2,5180.1,ACTIVE,98.98,15,576.608,2986.861 mcf,319.394
W0035,2026-06-11,299.101,1668.039 mmbtu,361.666,660.767,1657.0,912.4,404.8,163.0,5377.9,active,94.94,73,299.101,1668.039 mmbtu,361.666
W0012,2026-07-03,0.0,0.0 mcf,0.0,0.0,52.0,69.5,37.9,71.2,0.0,SHUT_IN,0.0,1440,0.0,0.0 mcf,0.0
W0009,2026-06-22,18.513 M3,573.518 mcf,460.87,577.313,1736.2,877.1,376.8,149.7,4925.3,Producing,98.27,25,18.513 M3,573.518 mcf,460.87
W0031,2026-04-17,0.0,0.0 mcf,0.0,0.0,99.0,57.0,80.8,105.5,0.0,SHUT_IN,0.0,1440,0.0,0.0 mcf,0.0
W0019,2026-02-18,595.571,2980.465 mcf,334.412,929.983,1794.9,979.0,368.6,150.3,5004.4,ACTIVE,97.82,31,595.571,2980.465 mcf,334.412
W0004,2025-12-03,0.0,0.0 mcf,0.0,0.0,95.4,48.8,20.3,79.7,0.0,SHUT_IN,0.0,1440,0.0,0.0 mcf,0.0
W0001,2025-10-11,43.525,205.875 mcf,490.476,534.001,1862.3,1022.6,345.6,154.0,4730.1,ACTIVE,93.52,93,43.525,205.875 mcf,490.476
W0026,11/05/2025,287.705,1687.392 mmbtu,301.259,588.964,1823.6,875.3,335.6,159.6,5655.7,ACTIVE,93.12,99,287.705,1687.392 mmbtu,301.259
W0003,2026-04-30,161.427,861.083 mcf,409.787,571.214,1809.9,902.9,254.6,157.5,5334.2,ACTIVE,97.35,38,161.427,861.083 mcf,409.787
